Time,Type,Epoch,Step,Loss,Average_accuracy,R_Ankle,R_Knee,R_Hip,L_Hip,L_Knee,L_Ankle,Pelvis,Thorax,Upper_neck,Head_top,R_Wrist,R_Elbow,R_Shoulder,L_Shoulder,L_Elbow,L_Wrist
15:49:53_18.05.2019,train,[0/10],[4/6],0.00531759,0.0156,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:50:08_18.05.2019,train,[0/10],[5/6],0.00318539,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:50:20_18.05.2019,valid,[0/10],[0/6],0.00265287,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,-1.000,0.000,0.000,-1.000
15:50:29_18.05.2019,train,[1/10],[0/6],0.00218767,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
15:50:52_18.05.2019,train,[1/10],[1/6],0.00251359,0.0156,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:51:16_18.05.2019,train,[1/10],[2/6],0.00138978,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
15:51:41_18.05.2019,train,[1/10],[3/6],0.00149585,0.0078,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:52:08_18.05.2019,train,[1/10],[4/6],0.00148232,0.0234,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:52:25_18.05.2019,train,[1/10],[5/6],0.00184975,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:52:37_18.05.2019,valid,[1/10],[0/6],0.00342687,0.0114,-1.000,-1.000,0.000,0.000,0.000,0.000,-1.000,0.125,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,-1.000
15:52:48_18.05.2019,train,[2/10],[0/6],0.00153463,0.0547,0.125,0.000,0.000,0.250,0.000,0.125,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.125
15:53:14_18.05.2019,train,[2/10],[1/6],0.00100262,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:53:41_18.05.2019,train,[2/10],[2/6],0.00109925,0.0234,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:54:06_18.05.2019,train,[2/10],[3/6],0.00109511,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
15:54:36_18.05.2019,train,[2/10],[4/6],0.00098508,0.0234,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
15:54:53_18.05.2019,train,[2/10],[5/6],0.00070048,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
15:55:04_18.05.2019,valid,[2/10],[0/6],0.00195897,0.0000,-1.000,-1.000,0.000,0.000,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1.000
15:55:15_18.05.2019,train,[3/10],[0/6],0.00095322,0.0156,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
15:55:39_18.05.2019,train,[3/10],[1/6],0.00109115,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
15:56:02_18.05.2019,train,[3/10],[2/6],0.00094413,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
15:56:29_18.05.2019,train,[3/10],[3/6],0.00078321,0.0312,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
15:56:52_18.05.2019,train,[3/10],[4/6],0.00102286,0.0312,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.000,0.000,0.000,0.000
15:57:09_18.05.2019,train,[3/10],[5/6],0.00096248,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500
15:57:21_18.05.2019,valid,[3/10],[0/6],0.00132120,0.0000,-1.000,-1.000,0.000,0.000,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1.000
15:57:32_18.05.2019,train,[4/10],[0/6],0.00091040,0.0078,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:57:56_18.05.2019,train,[4/10],[1/6],0.00091415,0.0156,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:58:20_18.05.2019,train,[4/10],[2/6],0.00100865,0.0391,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.000,0.000
15:58:48_18.05.2019,train,[4/10],[3/6],0.00093582,0.0234,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000
15:59:14_18.05.2019,train,[4/10],[4/6],0.00089959,0.0391,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.000
15:59:30_18.05.2019,train,[4/10],[5/6],0.00083291,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:59:43_18.05.2019,valid,[4/10],[0/6],0.00095584,0.0000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1.000
15:59:53_18.05.2019,train,[5/10],[0/6],0.00077097,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:00:17_18.05.2019,train,[5/10],[1/6],0.00079411,0.0547,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.125
16:00:39_18.05.2019,train,[5/10],[2/6],0.00086241,0.0312,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.250
16:01:02_18.05.2019,train,[5/10],[3/6],0.00089481,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:01:26_18.05.2019,train,[5/10],[4/6],0.00090401,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:01:40_18.05.2019,train,[5/10],[5/6],0.00061464,0.0312,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:01:52_18.05.2019,valid,[5/10],[0/6],0.00069616,0.0078,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:02:03_18.05.2019,train,[6/10],[0/6],0.00090298,0.0391,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125
16:02:31_18.05.2019,train,[6/10],[1/6],0.00078955,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:02:58_18.05.2019,train,[6/10],[2/6],0.00067587,0.0391,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125
16:03:24_18.05.2019,train,[6/10],[3/6],0.00081239,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000
16:03:48_18.05.2019,train,[6/10],[4/6],0.00084738,0.0391,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000
16:04:04_18.05.2019,train,[6/10],[5/6],0.00065604,0.0312,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:04:16_18.05.2019,valid,[6/10],[0/6],0.00062725,0.0312,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
16:04:28_18.05.2019,train,[7/10],[0/6],0.00076647,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.250,0.000,0.000,0.125,0.000
16:04:55_18.05.2019,train,[7/10],[1/6],0.00073206,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:05:21_18.05.2019,train,[7/10],[2/6],0.00084199,0.0156,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:05:47_18.05.2019,train,[7/10],[3/6],0.00082952,0.0312,0.125,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:06:12_18.05.2019,train,[7/10],[4/6],0.00071370,0.0078,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:06:28_18.05.2019,train,[7/10],[5/6],0.00054081,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:06:39_18.05.2019,valid,[7/10],[0/6],0.00061586,0.0391,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
16:06:49_18.05.2019,train,[8/10],[0/6],0.00066805,0.0312,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
16:07:14_18.05.2019,train,[8/10],[1/6],0.00066794,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:07:38_18.05.2019,train,[8/10],[2/6],0.00069534,0.0312,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000
16:08:05_18.05.2019,train,[8/10],[3/6],0.00080597,0.0469,0.125,0.000,0.125,0.000,0.000,0.125,0.250,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:08:31_18.05.2019,train,[8/10],[4/6],0.00089370,0.0391,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:08:51_18.05.2019,train,[8/10],[5/6],0.00082459,0.0312,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:09:03_18.05.2019,valid,[8/10],[0/6],0.00063008,0.0312,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000
16:09:14_18.05.2019,train,[9/10],[0/6],0.00081252,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000
16:09:39_18.05.2019,train,[9/10],[1/6],0.00077052,0.0234,0.125,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:10:03_18.05.2019,train,[9/10],[2/6],0.00066410,0.0156,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:10:31_18.05.2019,train,[9/10],[3/6],0.00076672,0.0469,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125
16:11:00_18.05.2019,train,[9/10],[4/6],0.00073237,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
16:11:22_18.05.2019,train,[9/10],[5/6],0.00079745,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000
16:11:34_18.05.2019,valid,[9/10],[0/6],0.00065926,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:13:39_18.05.2019,train,[10/10],[0/6],0.00066634,0.0391,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.000
16:14:05_18.05.2019,train,[10/10],[1/6],0.00062503,0.0312,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000
16:14:31_18.05.2019,train,[10/10],[2/6],0.00061831,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000
16:14:55_18.05.2019,train,[10/10],[3/6],0.00083782,0.0234,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125
16:15:19_18.05.2019,train,[10/10],[4/6],0.00074446,0.0156,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:15:35_18.05.2019,train,[10/10],[5/6],0.00110374,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:15:47_18.05.2019,valid,[10/10],[0/6],0.00079770,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125
16:15:58_18.05.2019,train,[11/10],[0/6],0.00083310,0.0312,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.250,0.000,0.000,0.000,0.000
16:16:26_18.05.2019,train,[11/10],[1/6],0.00073729,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000
16:16:53_18.05.2019,train,[11/10],[2/6],0.00063144,0.0156,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
16:17:20_18.05.2019,train,[11/10],[3/6],0.00075329,0.0156,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:17:45_18.05.2019,train,[11/10],[4/6],0.00066935,0.0312,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125
16:18:03_18.05.2019,train,[11/10],[5/6],0.00064609,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:18:16_18.05.2019,valid,[11/10],[0/6],0.00070165,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125
16:18:29_18.05.2019,train,[12/10],[0/6],0.00074948,0.0469,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000
16:18:57_18.05.2019,train,[12/10],[1/6],0.00071506,0.0156,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:19:26_18.05.2019,train,[12/10],[2/6],0.00062969,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:20:17_18.05.2019,train,[0/20],[0/6],0.04886434,0.0558,0.000,0.000,0.125,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.143,0.000,0.000
16:20:43_18.05.2019,train,[0/20],[1/6],0.03469834,0.0312,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000
16:21:11_18.05.2019,train,[0/20],[2/6],0.02563932,0.0312,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:21:37_18.05.2019,train,[0/20],[3/6],0.02334738,0.0078,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:22:01_18.05.2019,train,[0/20],[4/6],0.02097379,0.0312,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000
16:22:17_18.05.2019,train,[0/20],[5/6],0.01096955,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:22:29_18.05.2019,valid,[0/20],[0/6],0.02165881,0.0278,-1.000,0.000,0.000,0.125,0.000,-1.000,0.000,0.000,0.125,0.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000
16:22:41_18.05.2019,train,[1/20],[0/6],0.01237685,0.0156,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
16:23:05_18.05.2019,train,[1/20],[1/6],0.01444953,0.0312,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.125
16:23:29_18.05.2019,train,[1/20],[2/6],0.01109423,0.0156,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:23:54_18.05.2019,train,[1/20],[3/6],0.00873835,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000
16:24:18_18.05.2019,train,[1/20],[4/6],0.00865056,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:24:36_18.05.2019,train,[1/20],[5/6],0.00819319,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:24:48_18.05.2019,valid,[1/20],[0/6],0.01482261,0.0125,-1.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000
16:24:59_18.05.2019,train,[2/20],[0/6],0.00642595,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:25:24_18.05.2019,train,[2/20],[1/6],0.00378053,0.0312,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
16:25:50_18.05.2019,train,[2/20],[2/6],0.00574559,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125
16:26:14_18.05.2019,train,[2/20],[3/6],0.00640897,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125,0.000,0.000
16:26:38_18.05.2019,train,[2/20],[4/6],0.00339574,0.0547,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.125,0.000,0.000,0.250
16:26:54_18.05.2019,train,[2/20],[5/6],0.00459875,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:27:07_18.05.2019,valid,[2/20],[0/6],0.00716707,0.0139,-1.000,0.000,0.000,0.000,-1.000,0.000,0.000,0.125,0.000,0.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000
16:27:17_18.05.2019,train,[3/20],[0/6],0.00473608,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:27:40_18.05.2019,train,[3/20],[1/6],0.00247339,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.125
16:28:04_18.05.2019,train,[3/20],[2/6],0.00237343,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
16:28:29_18.05.2019,train,[3/20],[3/6],0.00245408,0.0859,0.000,0.000,0.125,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.250,0.125,0.125,0.125,0.125,0.125
16:28:54_18.05.2019,train,[3/20],[4/6],0.00243999,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000
16:29:12_18.05.2019,train,[3/20],[5/6],0.00174077,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:29:25_18.05.2019,valid,[3/20],[0/6],0.00315513,0.0000,-1.000,0.000,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,-1.000,-1.000,0.000,0.000,-1.000,0.000
16:29:37_18.05.2019,train,[4/20],[0/6],0.00200010,0.0312,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125
16:30:01_18.05.2019,train,[4/20],[1/6],0.00190985,0.0391,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.000
16:30:24_18.05.2019,train,[4/20],[2/6],0.00177333,0.0156,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
16:30:48_18.05.2019,train,[4/20],[3/6],0.00191836,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16:31:12_18.05.2019,train,[4/20],[4/6],0.00118832,0.0469,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.000
